id	word	token	category	table_name	column_name	alias	dotted_name	function_call	pseudocolumn	notes
kw_252	RETURNING	2210	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_253	REVERSE	2211	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_254	REVOKE	2212	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_255	REWRITE	2213	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_256	RIGHT	2214	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_257	ROLE	2215	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_258	ROLLBACK	2216	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_259	ROLLUP	2297	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_260	ROW	2217	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_261	ROWID	2218	pseudo-column	reject	reject	skip	reject	skip	allow	lexer keyword classified by local Oracle parser policy
kw_262	ROWNUM	2219	pseudo-column	reject	reject	skip	reject	skip	allow	lexer keyword classified by local Oracle parser policy
kw_263	ROWS	2220	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_264	ROWTYPE	2221	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_265	RULES	2285	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_266	SAMPLE	2222	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_267	SAVEPOINT	2223	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_268	SCHEMA	2330	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_269	SCN	2224	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_270	SEED	2225	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_271	SELECT	2226	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_272	SEQUENCE	2227	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_273	SEQUENTIAL	2286	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_274	SESSION	2228	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_275	SET	2229	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_276	SETS	2298	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_277	SHARE	2318	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_278	SIZE	2230	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_279	SKIP	2231	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_280	SMALLINT	2232	type	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_281	START	2233	clause-starter	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_282	STATISTICS	2321	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_283	STORAGE	2234	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_284	SUBPARTITION	2235	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_285	SUBTYPE	2236	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_286	SUCCESSFUL	2322	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_287	SYNONYM	2237	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_288	SYSDATE	2239	pseudo-column	reject	reject	skip	reject	skip	allow	lexer keyword classified by local Oracle parser policy
kw_289	SYSTEM	2240	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_290	SYSTIMESTAMP	2241	pseudo-column	allow	allow	skip	allow	skip	allow	lexer keyword classified by local Oracle parser policy
kw_291	SYS_CONNECT_BY_PATH	2238	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_292	TABLE	2242	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_293	TABLESPACE	2243	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_294	TEMPORARY	2244	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_295	THEN	2245	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_296	TIES	2246	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_297	TIMESTAMP	2247	type	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_298	TO	2248	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_299	TRANSACTION	2249	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_300	TREAT	2308	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_301	TRIGGER	2250	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_302	TRUNCATE	2251	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_303	TYPE	2252	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_304	UNBOUNDED	2293	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_305	UNDER	2253	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_306	UNION	2254	clause-starter	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_307	UNIQUE	2255	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_308	UNPIVOT	2256	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_309	UNTIL	2287	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_310	UPDATE	2257	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_311	UPDATED	2288	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_312	UPSERT	2289	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_313	USER	2258	pseudo-column	reject	reject	skip	reject	skip	allow	lexer keyword classified by local Oracle parser policy
kw_314	USING	2259	clause-starter	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_315	VALIDATE	2260	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_316	VALUES	2261	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_317	VARCHAR	2262	type	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_318	VARCHAR2	2263	type	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_319	VARRAY	2264	type	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_320	VERSIONS	2276	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_321	VIEW	2265	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_322	VIRTUAL	2266	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_323	WAIT	2267	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_324	WHEN	2268	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_325	WHENEVER	2323	reserved	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_326	WHERE	2269	clause-starter	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_327	WHILE	2270	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_328	WITH	2271	clause-starter	reject	reject	skip	reject	skip	skip	lexer keyword classified by local Oracle parser policy
kw_329	WITHIN	2294	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_330	WORK	2272	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_331	WRITE	2273	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_332	XMLAGG	2311	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_333	XMLELEMENT	2312	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_334	XMLFOREST	2313	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_335	XMLPARSE	2314	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_336	XMLROOT	2315	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_337	XMLSERIALIZE	2316	function	allow	allow	skip	allow	allow	skip	lexer keyword classified by local Oracle parser policy
kw_338	XMLTABLE	2306	context	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_339	ZONE	2274	nonreserved	allow	allow	skip	allow	skip	skip	lexer keyword classified by local Oracle parser policy
kw_340	COLUMN_VALUE	2339	reserved	reject	reject	skip	reject	skip	skip	Oracle 26ai SQL reserved word audit
kw_341	MLSLABEL	2340	reserved	reject	reject	skip	reject	skip	skip	Oracle 26ai SQL reserved word audit
kw_342	NESTED_TABLE_ID	2341	reserved	reject	reject	skip	reject	skip	skip	Oracle 26ai SQL reserved word audit
kw_343	RESOURCE	2342	reserved	reject	reject	skip	reject	skip	skip	Oracle 26ai SQL reserved word audit
kw_344	UID	2343	reserved	reject	reject	skip	reject	skip	skip	Oracle 26ai SQL reserved word audit
